Printing Modifier Definitions:
Tag: ai_require_cb_for_war, Categories: Country, , All, 
Tag: mol_razesi_levy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mol_sfatul_domnesc_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mol_vornicii_tarii_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_harka_taxation_expedition_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_jaysh_tribes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_karaouine_ulama_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_makhzen_central_administration_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_qaid_provincial_government_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_sale_corsair_divan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mor_zawiya_network_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mrl_baybayin_chancellery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mrl_datu_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mrl_lanong_admiralty_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mrl_ruma_bichara_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mrl_three_faith_concord_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mro_lanong_admiralty_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mro_pandita_madrasah_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mro_panglima_districts_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mro_parang_sabil_brotherhood_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mro_ruma_bichara_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mro_tarsila_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msa_bendahara_grand_vizierate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msa_hukum_kanun_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msa_laksamana_admiralty_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msa_orang_laut_compact_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msa_shahbandaria_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msi_friday_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msi_nakomse_provincial_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msi_nayiri_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msi_tengsoba_compact_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: msi_yarse_charter_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mtm_bedhaya_court_arts_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mtm_imogiri_tomb_shrine_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mtm_negaragung_mancanegara_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mtm_pajeksan_cadaster_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mtm_patih_lebet_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mtm_surakarta_yogyakarta_dual_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_dahsala_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_diwan_i_khalsa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_jagirdari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_jharokha_i_darshan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_karkhana_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_mansabdari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_mir_bakshi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mug_sadr_us_sudur_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: mukomohasha_captaincy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nagari_republic_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: navy_board_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_anv_aquitanian_curia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_anv_cinque_ports_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_anv_clarendon_apparatus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_anv_curia_regis_itinerant_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_dnm_directorium_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_dnm_geheime_konferenz_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_dnm_grenz_generalat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_dnm_kameralhoheit_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_dnm_landstaende_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_dnm_reformationskommission_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_maritime_governance_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_nin_akitu_liturgy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_nin_aramaic_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_nin_bit_tuppate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_nin_kisir_sharruti_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_nin_saknu_temi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_nin_tab_rabuti_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nd_provincial_governance_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_admiraliteiten_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_heeren_xvii_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_raad_van_state_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_stadhouderschap_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_staten_generaal_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_waterschappen_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ned_wisselbank_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: npl_bhardari_sabha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: npl_jagir_tenure_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: npl_mukhtiyari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: npl_newar_guthi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: npl_pajani_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_anglo_danish_mission_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_heregeld_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_hird_witherlogh_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_reformed_coinage_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_skipreida_leidang_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_wapentake_riding_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nse_witenagemot_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ntr_kingitanga_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ntr_muru_me_utu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ntr_pa_network_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ntr_rangatiratanga_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ntr_tohunga_whare_wananga_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nub_baqt_treaty_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nub_eparchate_of_nobadia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nub_faras_bishopric_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nub_hamaj_regency_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nub_sennar_palace_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: num_captive_incorporation_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: num_comanchero_license_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: num_council_of_comanche_nation_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: num_multi_horde_federation_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nus_kapitan_magistracy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nus_pamget_tributary_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nus_pasisir_confederation_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nus_sumpah_palapa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nus_tumenggung_regency_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: nus_wali_songo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: occ_cort_dels_ajudas_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: occ_cort_major_de_bearn_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: occ_estats_de_lengadoc_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: occ_lo_compes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oprichnina_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: out_charters_of_the_communes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: out_cour_de_la_chaine_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: out_cour_des_suriens_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: out_new_towns_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: out_restor_of_the_host_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: out_turcopolier_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oye_ajele_residency_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oye_babalawo_ifa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oye_eso_kakanfo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oye_ilari_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oye_ogboni_society_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: oye_oyo_mesi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pale_administration_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: paruchia_of_iona_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: penteulu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_hetmanate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_kozak_rejestrowy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_liberum_veto_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_pacta_conventa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_sejm_walny_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_senat_rzeczypospolitej_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: plc_trybunal_koronny_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pnt_babaylan_order_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pnt_datu_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pnt_lipong_brotherhood_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pnt_mangayaw_fleet_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pnt_oripun_bondage_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_akademia_krakowska_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_lanowy_cadastre_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_sejmiki_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_starostwa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_statuty_kazimierzowskie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_urzedy_koronne_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pol_wojewoda_kasztelan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pom_kirchenordnung_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pom_pomeranian_landtag_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pom_rittergut_gutsherrschaft_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pom_wendish_hanse_quarter_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pom_wolgast_hofgericht_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pomestie_registry_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pon_argyria_mint_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pon_caffa_trebizond_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pon_logothesion_of_trebizond_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pon_synodos_of_the_pontic_church_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: prikazy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_allgemeines_landrecht_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_domaenenkammern_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_generaldirektorium_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_grosser_generalstab_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_junker_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_kantonsystem_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pru_kriegsakademie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pue_cacique_war_captain_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pue_kiva_council_chamber_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pue_knotted_cord_runner_network_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pue_moiety_dual_system_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pue_pecos_plains_trade_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_akali_nihangs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_daftar_i_bahi_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_fauj_i_khas_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_khalsa_panth_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_lahore_durbar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_misl_confederacy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: pun_sarbat_khalsa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: qingping_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rajo_tigo_selo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_bhat_charan_bardic_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_hindola_itinerant_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_kuldevi_shrine_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_mansabdari_compromise_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_saptanga_mantriparishad_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_thikana_pattedari_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rjp_vijaya_stambha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rmn_asezamint_mavrocordat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rmn_mitropolia_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rmn_phanariot_administration_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rmn_pravila_mare_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rmn_regulamentul_organic_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rmn_sfatul_domnesc_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_banco_santo_spirito_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_byz_aula_phoenicea_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_byz_collegium_italograecum_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_byz_commissio_filioque_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_byz_magisterium_maris_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_byz_schola_graecorum_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_byz_senatus_bilinguis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_camera_apostolica_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_corpus_iuris_civilis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_curia_romana_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_pontifex_maximus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_rota_romana_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rom_senatus_renovatus_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: royal_mint_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rum_devshirme_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rum_divan_i_humayun_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rum_iltizam_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: rum_millet_system_bureaucracy_impact_modifier, Categories: Country, , All, 
